,WeekPeriod,StartOfWeek,EndOfWeek,List_of_Sites_SHS_Portfolio,Facility_Type,PA,Facility_CD,Report_Status,Late_Submission_FLG
1184,2025-08-02 - 2025-08-08,8/2/2025,8/8/2025,AU,Cookie Dough,Staff 5,CuAU,Y,N
1114,2025-08-02 - 2025-08-08,8/2/2025,8/8/2025,AV,Cookie Dough,Staff 5,CuAV,N,N
1115,2025-08-02 - 2025-08-08,8/2/2025,8/8/2025,AW,Fruit Pie,Staff 1,FPAW,N,N
3064,2025-08-02 - 2025-08-08,8/2/2025,8/8/2025,AX,Gummy Bears,Staff 6,GaAX,Y,N
1116,2025-08-02 - 2025-08-08,8/2/2025,8/8/2025,AY,Fruit Pie,Staff 6,FPAY,Y,N
3065,2025-08-02 - 2025-08-08,8/2/2025,8/8/2025,AZ,Cookie Dough,Staff 5,CuAZ,Y,N
1185,2025-08-02 - 2025-08-08,8/2/2025,8/8/2025,AAA,Cookie Dough,Staff 5,CuAAA,Y,N
2071,2025-08-02 - 2025-08-08,8/2/2025,8/8/2025,AAB,Fruit Pie,Staff 4,FPAAB,Y,N
2072,2025-08-02 - 2025-08-08,8/2/2025,8/8/2025,AAC,Fruit Pie,Staff 4,FPAAC,Y,N
2073,2025-08-02 - 2025-08-08,8/2/2025,8/8/2025,AAD,Fruit Pie,Staff 1,FPAAD,Y,N
2074,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,A,Fruit Pie,Staff 1,FPA,N,N
2075,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,B,Fruit Pie,Staff 1,FPB,Y,N
2076,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,C,Gummy Bears,Staff 6,GaC,N,N
1303,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,D,Fruit Pie,Staff 1,FPD,Y,N
3066,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,E,Fruit Pie,Staff 3,FPE,Y,N
1609,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,F,Fruit Pie,Staff 3,FPF,Y,Y
3067,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,G,Candy Canes,Staff 2,CnG,Y,N
1117,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,H,Candy Canes,Staff 2,CnH,Y,N
1610,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,I,Candy Canes,Staff 2,CnI,Y,N
1118,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,J,Fruit Pie,Staff 3,FPJ,Y,N
1611,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,K,Fruit Pie,Staff 3,FPK,Y,Y
3068,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,L,Fruit Pie,Staff 1,FPL,Y,Y
3069,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,M,Candy Canes,Staff 2,CnM,N,N
1304,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,N,Fruit Pie,Staff 4,FPN,N,N
1186,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,O,Fruit Pie,Staff 3,FPO,Y,N
1305,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,P,Fruit Pie,Staff 4,FPP,Y,N
3070,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,Q,Fruit Pie,Staff 4,FPQ,Y,N
1119,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,R,Fruit Pie,Staff 3,FPR,Y,N
1120,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,S,Fruit Pie,Staff 1,FPS,Y,N
1187,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,T,Fruit Pie,Staff 1,FPT,Y,N
1548,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,U,Fruit Pie,Staff 1,FPU,N,N
1612,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,V,Cookie Dough,Staff 5,CuV,Y,N
1121,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,W,Fruit Pie,Staff 1,FPW,Y,N
1613,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,X,Cookie Dough,Staff 5,CuX,Y,N
1122,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,Y,Gummy Bears,Staff 6,GaY,Y,Y
1614,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,Z,Cookie Dough,Staff 4,CuZ,Y,Y
1615,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,AA,Cookie Dough,Staff 6,CuAA,Y,N
1123,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,AB,Gummy Bears,Staff 3,GaAB,Y,N
1306,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,AC,Fruit Pie,Staff 4,FPAC,Y,N
1475,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,AD,Fruit Pie,Staff 3,FPAD,Y,N
1616,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,AE,Candy Canes,Staff 2,CnAE,Y,N
3071,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,AF,Fruit Pie,Staff 4,FPAF,Y,N
3072,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,AG,Gummy Bears,Staff 6,GaAG,Y,N
1549,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,AH,Cookie Dough,Staff 5,CuAH,Y,N
1124,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,AI,Cookie Dough,Staff 5,CuAI,Y,N
1125,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,AJ,Gummy Bears,Staff 6,GaAJ,Y,N
2077,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,AK,Fruit Pie,Staff 6,FPAK,Y,N
1476,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,AL,Gummy Bears,Staff 6,GaAL,N,N
1550,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,AM,Candy Canes,Staff 2,CnAM,Y,N
1393,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,AN,Cookie Dough,Staff 5,CuAN,Y,N
1617,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,AO,Fruit Pie,Staff 1,FPAO,N,N
1477,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,AP,Gummy Bears,Staff 6,GaAP,Y,N
2078,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,AQ,Cookie Dough,Staff 1,CuAQ,Y,N
1551,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,AR,Fruit Pie,Staff 3,FPAR,Y,N
2079,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,AS,Fruit Pie,Staff 3,FPAS,Y,N
1618,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,AT,Gummy Bears,Staff 6,GaAT,N,N
3073,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,AU,Cookie Dough,Staff 5,CuAU,Y,N
1478,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,AV,Cookie Dough,Staff 5,CuAV,N,N
2080,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,AW,Fruit Pie,Staff 1,FPAW,Y,N
2081,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,AX,Gummy Bears,Staff 6,GaAX,Y,N
1307,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,AY,Fruit Pie,Staff 6,FPAY,Y,Y
2082,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,AZ,Cookie Dough,Staff 5,CuAZ,Y,N
1619,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,AAA,Cookie Dough,Staff 5,CuAAA,Y,N
1620,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,AAB,Fruit Pie,Staff 4,FPAAB,Y,N
1188,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,AAC,Fruit Pie,Staff 4,FPAAC,N,N
1394,2025-08-09 - 2025-08-15,8/9/2025,8/15/2025,AAD,Fruit Pie,Staff 1,FPAAD,Y,Y
2083,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,A,Fruit Pie,Staff 1,FPA,N,N
2084,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,B,Fruit Pie,Staff 1,FPB,Y,N
2085,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,C,Gummy Bears,Staff 6,GaC,N,N
3074,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,D,Fruit Pie,Staff 1,FPD,N,N
1308,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,E,Fruit Pie,Staff 3,FPE,Y,N
1857,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,F,Fruit Pie,Staff 3,FPF,N,N
3075,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,G,Candy Canes,Staff 2,CnG,Y,N
1395,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,H,Candy Canes,Staff 2,CnH,Y,N
1858,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,I,Candy Canes,Staff 2,CnI,Y,N
1309,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,J,Fruit Pie,Staff 3,FPJ,Y,N
2086,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,K,Fruit Pie,Staff 3,FPK,Y,N
3076,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,L,Fruit Pie,Staff 1,FPL,N,N
3077,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,M,Candy Canes,Staff 2,CnM,Y,Y
1310,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,N,Fruit Pie,Staff 4,FPN,N,N
1189,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,O,Fruit Pie,Staff 3,FPO,N,N
1311,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,P,Fruit Pie,Staff 4,FPP,Y,N
1312,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,Q,Fruit Pie,Staff 4,FPQ,Y,N
1396,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,R,Fruit Pie,Staff 3,FPR,N,N
1397,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,S,Fruit Pie,Staff 1,FPS,Y,N
1190,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,T,Fruit Pie,Staff 1,FPT,N,N
2087,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,U,Fruit Pie,Staff 1,FPU,N,N
1859,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,V,Cookie Dough,Staff 5,CuV,Y,N
1313,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,W,Fruit Pie,Staff 1,FPW,Y,N
1860,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,X,Cookie Dough,Staff 5,CuX,Y,N
1479,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,Y,Gummy Bears,Staff 6,GaY,N,N
1861,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,Z,Cookie Dough,Staff 4,CuZ,N,N
1862,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,AA,Cookie Dough,Staff 6,CuAA,Y,N
2088,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,AB,Gummy Bears,Staff 3,GaAB,Y,N
1314,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,AC,Fruit Pie,Staff 4,FPAC,Y,N
1552,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,AD,Fruit Pie,Staff 3,FPAD,Y,N
1480,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,AE,Candy Canes,Staff 2,CnAE,Y,N
3078,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,AF,Fruit Pie,Staff 4,FPAF,Y,N
3079,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,AG,Gummy Bears,Staff 6,GaAG,Y,N
2089,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,AH,Cookie Dough,Staff 5,CuAH,N,N
1191,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,AI,Cookie Dough,Staff 5,CuAI,Y,N
1398,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,AJ,Gummy Bears,Staff 6,GaAJ,Y,N
2090,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,AK,Fruit Pie,Staff 6,FPAK,Y,N
1481,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,AL,Gummy Bears,Staff 6,GaAL,N,N
1482,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,AM,Candy Canes,Staff 2,CnAM,Y,N
2091,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,AN,Cookie Dough,Staff 5,CuAN,Y,N
1863,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,AO,Fruit Pie,Staff 1,FPAO,N,N
3080,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,AP,Gummy Bears,Staff 6,GaAP,Y,N
2092,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,AQ,Cookie Dough,Staff 1,CuAQ,Y,N
1553,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,AR,Fruit Pie,Staff 3,FPAR,Y,N
2093,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,AS,Fruit Pie,Staff 3,FPAS,Y,N
2094,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,AT,Gummy Bears,Staff 6,GaAT,N,N
3081,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,AU,Cookie Dough,Staff 5,CuAU,N,N
1483,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,AV,Cookie Dough,Staff 5,CuAV,N,N
2095,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,AW,Fruit Pie,Staff 1,FPAW,N,N
2096,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,AX,Gummy Bears,Staff 6,GaAX,Y,N
1315,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,AY,Fruit Pie,Staff 6,FPAY,Y,N
2097,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,AZ,Cookie Dough,Staff 5,CuAZ,Y,N
1864,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,AAA,Cookie Dough,Staff 5,CuAAA,Y,N
1865,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,AAB,Fruit Pie,Staff 4,FPAAB,Y,N
1866,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,AAC,Fruit Pie,Staff 4,FPAAC,Y,N
1316,2025-08-16 - 2025-08-22,8/16/2025,8/22/2025,AAD,Fruit Pie,Staff 1,FPAAD,Y,N
1484,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,A,Fruit Pie,Staff 1,FPA,N,N
1192,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,B,Fruit Pie,Staff 1,FPB,Y,N
3082,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,C,Gummy Bears,Staff 6,GaC,Y,N
1554,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,D,Fruit Pie,Staff 1,FPD,Y,N
1485,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,E,Fruit Pie,Staff 3,FPE,Y,N
1193,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,F,Fruit Pie,Staff 3,FPF,Y,N
1194,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,G,Candy Canes,Staff 2,CnG,Y,N
1555,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,H,Candy Canes,Staff 2,CnH,Y,N
2098,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,I,Candy Canes,Staff 2,CnI,Y,Y
1486,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,J,Fruit Pie,Staff 3,FPJ,Y,N
1195,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,K,Fruit Pie,Staff 3,FPK,Y,N
1487,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,L,Fruit Pie,Staff 1,FPL,N,N
1488,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,M,Candy Canes,Staff 2,CnM,Y,N
1913,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,N,Fruit Pie,Staff 4,FPN,N,N
2099,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,O,Fruit Pie,Staff 3,FPO,N,N
1914,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,P,Fruit Pie,Staff 4,FPP,Y,N
1196,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,Q,Fruit Pie,Staff 4,FPQ,Y,Y
1867,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,R,Fruit Pie,Staff 3,FPR,Y,N
3083,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,S,Fruit Pie,Staff 1,FPS,Y,N
3084,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,T,Fruit Pie,Staff 1,FPT,N,N
1868,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,U,Fruit Pie,Staff 1,FPU,Y,N
2100,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,V,Cookie Dough,Staff 5,CuV,Y,N
1197,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,W,Fruit Pie,Staff 1,FPW,Y,N
1198,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,X,Cookie Dough,Staff 5,CuX,Y,N
1556,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,Y,Gummy Bears,Staff 6,GaY,N,N
1199,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,Z,Cookie Dough,Staff 4,CuZ,N,N
1915,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,AA,Cookie Dough,Staff 6,CuAA,Y,N
1489,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,AB,Gummy Bears,Staff 3,GaAB,Y,N
1916,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,AC,Fruit Pie,Staff 4,FPAC,Y,N
1557,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,AD,Fruit Pie,Staff 3,FPAD,Y,N
3085,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,AE,Candy Canes,Staff 2,CnAE,Y,N
1490,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,AF,Fruit Pie,Staff 4,FPAF,Y,N
1399,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,AG,Gummy Bears,Staff 6,GaAG,Y,N
1869,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,AH,Cookie Dough,Staff 5,CuAH,N,N
1917,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,AI,Cookie Dough,Staff 5,CuAI,Y,N
1558,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,AJ,Gummy Bears,Staff 6,GaAJ,Y,N
1870,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,AK,Fruit Pie,Staff 6,FPAK,Y,N
1871,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,AL,Gummy Bears,Staff 6,GaAL,Y,N
1872,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,AM,Candy Canes,Staff 2,CnAM,Y,N
1491,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,AN,Cookie Dough,Staff 5,CuAN,Y,Y
3086,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,AO,Fruit Pie,Staff 1,FPAO,N,N
3087,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,AP,Gummy Bears,Staff 6,GaAP,Y,N
2101,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,AQ,Cookie Dough,Staff 1,CuAQ,Y,N
3088,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,AR,Fruit Pie,Staff 3,FPAR,Y,N
2102,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,AS,Fruit Pie,Staff 3,FPAS,N,N
3089,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,AT,Gummy Bears,Staff 6,GaAT,Y,N
1873,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,AU,Cookie Dough,Staff 5,CuAU,N,N
2103,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,AV,Cookie Dough,Staff 5,CuAV,N,N
2104,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,AW,Fruit Pie,Staff 1,FPAW,Y,N
3090,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,AX,Gummy Bears,Staff 6,GaAX,Y,N
1400,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,AY,Fruit Pie,Staff 6,FPAY,Y,N
1200,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,AZ,Cookie Dough,Staff 5,CuAZ,Y,N
1559,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,AAA,Cookie Dough,Staff 5,CuAAA,Y,N
1201,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,AAB,Fruit Pie,Staff 4,FPAAB,Y,N
1401,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,AAC,Fruit Pie,Staff 4,FPAAC,N,N
3091,2025-08-23 - 2025-08-29,8/23/2025,8/29/2025,AAD,Fruit Pie,Staff 1,FPAAD,Y,N
1402,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,A,Fruit Pie,Staff 1,FPA,N,N
1357,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,B,Fruit Pie,Staff 1,FPB,Y,Y
1358,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,C,Gummy Bears,Staff 6,GaC,Y,N
1492,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,D,Fruit Pie,Staff 1,FPD,N,N
1403,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,E,Fruit Pie,Staff 3,FPE,Y,N
1560,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,F,Fruit Pie,Staff 3,FPF,Y,N
1404,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,G,Candy Canes,Staff 2,CnG,Y,N
1561,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,H,Candy Canes,Staff 2,CnH,Y,N
3092,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,I,Candy Canes,Staff 2,CnI,Y,Y
1562,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,J,Fruit Pie,Staff 3,FPJ,Y,N
3093,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,K,Fruit Pie,Staff 3,FPK,Y,N
1405,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,L,Fruit Pie,Staff 1,FPL,N,N
1406,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,M,Candy Canes,Staff 2,CnM,Y,N
1359,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,N,Fruit Pie,Staff 4,FPN,N,N
3094,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,O,Fruit Pie,Staff 3,FPO,N,N
1493,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,P,Fruit Pie,Staff 4,FPP,Y,N
1874,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,Q,Fruit Pie,Staff 4,FPQ,Y,N
3095,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,R,Fruit Pie,Staff 3,FPR,N,N
1563,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,S,Fruit Pie,Staff 1,FPS,Y,N
2105,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,T,Fruit Pie,Staff 1,FPT,Y,N
1875,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,U,Fruit Pie,Staff 1,FPU,N,N
3096,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,V,Cookie Dough,Staff 5,CuV,Y,N
3097,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,W,Fruit Pie,Staff 1,FPW,Y,N
3098,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,X,Cookie Dough,Staff 5,CuX,Y,N
1918,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,Y,Gummy Bears,Staff 6,GaY,N,N
3099,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,Z,Cookie Dough,Staff 4,CuZ,N,N
1564,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,AA,Cookie Dough,Staff 6,CuAA,Y,Y
3100,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,AB,Gummy Bears,Staff 3,GaAB,Y,N
1494,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,AC,Fruit Pie,Staff 4,FPAC,N,N
1919,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,AD,Fruit Pie,Staff 3,FPAD,Y,N
3101,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,AE,Candy Canes,Staff 2,CnAE,Y,Y
1407,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,AF,Fruit Pie,Staff 4,FPAF,Y,N
1408,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,AG,Gummy Bears,Staff 6,GaAG,Y,N
1876,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,AH,Cookie Dough,Staff 5,CuAH,N,N
1565,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,AI,Cookie Dough,Staff 5,CuAI,Y,N
3102,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,AJ,Gummy Bears,Staff 6,GaAJ,Y,Y
1877,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,AK,Fruit Pie,Staff 6,FPAK,Y,N
1920,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,AL,Gummy Bears,Staff 6,GaAL,N,N
1878,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,AM,Candy Canes,Staff 2,CnAM,Y,N
3103,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,AN,Cookie Dough,Staff 5,CuAN,Y,N
1566,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,AO,Fruit Pie,Staff 1,FPAO,N,N
2106,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,AP,Gummy Bears,Staff 6,GaAP,Y,Y
1495,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,AQ,Cookie Dough,Staff 1,CuAQ,N,N
1409,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,AR,Fruit Pie,Staff 3,FPAR,Y,N
1360,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,AS,Fruit Pie,Staff 3,FPAS,N,N
1496,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,AT,Gummy Bears,Staff 6,GaAT,N,N
1879,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,AU,Cookie Dough,Staff 5,CuAU,Y,N
1880,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,AV,Cookie Dough,Staff 5,CuAV,N,N
1497,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,AW,Fruit Pie,Staff 1,FPAW,Y,N
1498,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,AX,Gummy Bears,Staff 6,GaAX,Y,N
1499,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,AY,Fruit Pie,Staff 6,FPAY,Y,Y
3104,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,AZ,Cookie Dough,Staff 5,CuAZ,Y,N
1567,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,AAA,Cookie Dough,Staff 5,CuAAA,N,N
1568,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,AAB,Fruit Pie,Staff 4,FPAAB,Y,N
2107,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,AAC,Fruit Pie,Staff 4,FPAAC,Y,Y
1569,2025-08-30 - 2025-09-05,8/30/2025,9/5/2025,AAD,Fruit Pie,Staff 1,FPAAD,Y,N
1921,2025-09-06 - 2025-09-12,9/6/2025,9/12/2025,A,Fruit Pie,Staff 1,FPA,N,N
