,WeekPeriod,StartOfWeek,EndOfWeek,List_of_Sites_SHS_Portfolio,Facility_Type,PA,Facility_CD,Report_Status,Late_Submission_FLG
1477,2025-08-09 - 2025-08-15,2025-08-09,2025-08-15,QUEENS DROP IN CENTER,Drop-in Center,Cindy,DI06,Y,N
1478,2025-08-09 - 2025-08-15,2025-08-09,2025-08-15,TOV STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS04,N,N
1479,2025-08-16 - 2025-08-22,2025-08-16,2025-08-22,LIVING ROOM DROP-IN CENTER,Drop-in Center,Cindy,DI01,N,N
1480,2025-08-16 - 2025-08-22,2025-08-16,2025-08-22,MOC Outreach Team,Outreach Team ,Elena,,Y,N
1481,2025-08-16 - 2025-08-22,2025-08-16,2025-08-22,PROJECT HOSPITALITY DROP-IN,Drop-in Center,Cindy,DI03,N,N
1482,2025-08-16 - 2025-08-22,2025-08-16,2025-08-22,Project Hospitality Outreach Team,Outreach Team ,Elena,,Y,N
1483,2025-08-16 - 2025-08-22,2025-08-16,2025-08-22,TOV STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS04,N,N
1484,2025-08-23 - 2025-08-29,2025-08-23,2025-08-29,105 STREET SAFE HAVEN,Safe Haven,Brenita,M011,N,N
1485,2025-08-23 - 2025-08-29,2025-08-23,2025-08-29,BRC BOWERY SAFE HAVEN,Safe Haven,Mohammed,M034,Y,N
1486,2025-08-23 - 2025-08-29,2025-08-23,2025-08-29,BREAKING GROUND SEAFARERS,Safe Haven,Mohammed,M019,Y,N
1487,2025-08-23 - 2025-08-29,2025-08-23,2025-08-29,BRONXWORKS SAFE HAVEN - LIVING ROOM,Safe Haven,Brenita,X014,N,N
1488,2025-08-23 - 2025-08-29,2025-08-23,2025-08-29,BronxWorks Outreach Team,Outreach Team ,Elena,,Y,N
1489,2025-08-23 - 2025-08-29,2025-08-23,2025-08-29,MAINCHANCE/GCN DROP-IN CENTER,Drop-in Center,Mohammed,DI02,Y,N
1490,2025-08-23 - 2025-08-29,2025-08-23,2025-08-29,OLD BROADWAY SAFE HAVEN,Safe Haven,Ernest,M022,Y,N
1491,2025-08-23 - 2025-08-29,2025-08-23,2025-08-29,PROSPECT STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS05,Y,Y
1492,2025-08-30 - 2025-09-05,2025-08-30,2025-09-05,BG AT 83RD STREET,Safe Haven,Brenita,MS01,N,N
1493,2025-08-30 - 2025-09-05,2025-08-30,2025-09-05,COMUNILIFE E. 146 STREET SAFE HAVEN I,Safe Haven,Ernest,X018,Y,N
1494,2025-08-30 - 2025-09-05,2025-08-30,2025-09-05,MARMION AVENUE SAFE HAVEN,Safe Haven,Ernest,X179,N,N
1495,2025-08-30 - 2025-09-05,2025-08-30,2025-09-05,STEBBINS STABILIZATION,Stabilization,Brenita,XS02,N,N
1496,2025-08-30 - 2025-09-05,2025-08-30,2025-09-05,THE GATHERING PLACE,Drop-in Center,Cindy,DI05,N,N
1497,2025-08-30 - 2025-09-05,2025-08-30,2025-09-05,TRAVELER'S SAFE HAVEN,Safe Haven,Brenita,M014,Y,N
1498,2025-08-30 - 2025-09-05,2025-08-30,2025-09-05,UNION HALL DROP IN,Drop-in Center,Cindy,DI09,Y,N
1499,2025-08-30 - 2025-09-05,2025-08-30,2025-09-05,UNION HALL SAFE HAVEN,Safe Haven,Cindy,QSH4,Y,Y
1500,2025-09-06 - 2025-09-12,2025-09-06,2025-09-12,BG AT 83RD STREET,Safe Haven,Brenita,MS01,Y,Y
1501,2025-09-06 - 2025-09-12,2025-09-06,2025-09-12,Breaking Ground Brooklyn Outreach Team,Outreach Team ,Elena,,Y,N
1502,2025-09-06 - 2025-09-12,2025-09-06,2025-09-12,LIVING ROOM DROP-IN CENTER,Drop-in Center,Cindy,DI01,N,N
1503,2025-09-13 - 2025-09-19,2025-09-13,2025-09-19,COMUNILIFE E. 146 STREET SAFE HAVEN I,Safe Haven,Ernest,X018,Y,N
1504,2025-09-13 - 2025-09-19,2025-09-13,2025-09-19,EAST HARLEM SAFE HAVEN,Safe Haven,Brenita,MS04,N,N
1505,2025-09-13 - 2025-09-19,2025-09-13,2025-09-19,MARMION AVENUE SAFE HAVEN,Safe Haven,Ernest,X179,Y,N
1506,2025-09-13 - 2025-09-19,2025-09-13,2025-09-19,PARKSIDE STABILIZATION,Stabilization,Maggie,BS04,Y,N
1507,2025-09-13 - 2025-09-19,2025-09-13,2025-09-19,PAUL'S PLACE SAFE HAVEN,Safe Haven,Cindy,M021,Y,N
1508,2025-09-13 - 2025-09-19,2025-09-13,2025-09-19,STEBBINS STABILIZATION,Stabilization,Brenita,XS02,N,N
1509,2025-05-31 - 2025-06-06,2025-05-31,2025-06-06,BRC RECEPTION,Safe Haven,Mohammed,M0B1,Y,Y
1510,2025-05-31 - 2025-06-06,2025-05-31,2025-06-06,Breaking Ground Queens Outreach Team,Outreach Team ,Elena,,Y,N
1511,2025-05-31 - 2025-06-06,2025-05-31,2025-06-06,EASTSIDE STABILIZATION,Stabilization,Maggie,MSH1,N,N
1512,2025-05-31 - 2025-06-06,2025-05-31,2025-06-06,LONG ACRE STABILIZATION - CUCS,Stabilization,Ernest,M096,Y,Y
1513,2025-05-31 - 2025-06-06,2025-05-31,2025-06-06,LONG ACRE STABILIZATION -URBAN PATHWAY,Stabilization,Cindy,M095,Y,N
1514,2025-05-31 - 2025-06-06,2025-05-31,2025-06-06,PYRAMID SAFE HAVEN,Safe Haven,Brenita,X015,N,N
1515,2025-05-31 - 2025-06-06,2025-05-31,2025-06-06,STEBBINS STABILIZATION,Stabilization,Brenita,XS02,Y,N
1516,2025-05-31 - 2025-06-06,2025-05-31,2025-06-06,TRAVELER'S SAFE HAVEN,Safe Haven,Brenita,M014,N,N
1517,2025-05-31 - 2025-06-06,2025-05-31,2025-06-06,VUE HOTEL STABILIZATION,Stabilization,Maggie,MV01,Y,N
1518,2025-06-07 - 2025-06-13,2025-06-07,2025-06-13,105 STREET SAFE HAVEN,Safe Haven,Brenita,M011,N,N
1519,2025-06-07 - 2025-06-13,2025-06-07,2025-06-13,BRC BOWERY SAFE HAVEN,Safe Haven,Mohammed,M034,Y,N
1520,2025-06-07 - 2025-06-13,2025-06-07,2025-06-13,PARK OVERLOOK STABILIZATION,Stabilization,Maggie,XS08,N,N
1521,2025-06-07 - 2025-06-13,2025-06-07,2025-06-13,Project Hospitality Outreach Team,Outreach Team ,Elena,,Y,N
1522,2025-06-07 - 2025-06-13,2025-06-07,2025-06-13,THE HOLLY STABILIZATION,Stabilization,Maggie,MS03,N,N
1523,2025-06-14 - 2025-06-20,2025-06-14,2025-06-20,127TH STREET KELLY SAFE HAVEN,Safe Haven,Brenita,M018,Y,N
1524,2025-06-14 - 2025-06-20,2025-06-14,2025-06-20,9TH AVENUE DROP-IN CENTER,Drop-in Center,Cindy,DI10,N,N
1525,2025-06-14 - 2025-06-20,2025-06-14,2025-06-20,BREAKING GROUND WILLIAMSBURG,Safe Haven,Mohammed,B019,Y,N
1526,2025-06-14 - 2025-06-20,2025-06-14,2025-06-20,CROMWELL AVENUE SAFE HAVEN,Safe Haven,Brenita,V014,N,N
1527,2025-06-14 - 2025-06-20,2025-06-14,2025-06-20,HEGEMAN SAFE HAVEN,Safe Haven,Brenita,B014,Y,N
1528,2025-06-14 - 2025-06-20,2025-06-14,2025-06-20,LIVING ROOM DROP-IN CENTER,Drop-in Center,Cindy,DI01,N,N
1529,2025-06-14 - 2025-06-20,2025-06-14,2025-06-20,PAUL'S PLACE DROP IN,Drop-in Center,Cindy,DI08,N,N
1530,2025-06-14 - 2025-06-20,2025-06-14,2025-06-20,VANDERBILT (YMCA) STABILIZATION,Stabilization,Maggie,XS01,Y,N
1531,2025-06-21 - 2025-06-27,2025-06-21,2025-06-27,CARE FOUND HERE MORRIS AVENUE,Safe Haven,Ernest,XS07,Y,N
1532,2025-06-21 - 2025-06-27,2025-06-21,2025-06-27,CONTINENTAL SAFE HAVEN,Safe Haven,Mohammed,B021,N,N
1533,2025-06-21 - 2025-06-27,2025-06-21,2025-06-27,PARK OVERLOOK STABILIZATION,Stabilization,Maggie,XS08,Y,N
1534,2025-06-21 - 2025-06-27,2025-06-21,2025-06-27,PROJECT HOSPITALITY DROP-IN,Drop-in Center,Cindy,DI03,Y,N
1535,2025-06-21 - 2025-06-27,2025-06-21,2025-06-27,Project Hospitality Outreach Team,Outreach Team ,Elena,,Y,N
1536,2025-06-21 - 2025-06-27,2025-06-21,2025-06-27,THE HOLLY STABILIZATION,Stabilization,Maggie,MS03,Y,N
1537,2025-06-28 - 2025-07-04,2025-06-28,2025-07-04,Breaking Ground Brooklyn Outreach Team,Outreach Team ,Elena,,Y,N
1538,2025-06-28 - 2025-07-04,2025-06-28,2025-07-04,CONTINENTAL SAFE HAVEN,Safe Haven,Mohammed,B021,Y,Y
1539,2025-06-28 - 2025-07-04,2025-06-28,2025-07-04,CROMWELL AVENUE SAFE HAVEN,Safe Haven,Brenita,V014,N,N
1540,2025-06-28 - 2025-07-04,2025-06-28,2025-07-04,MAINCHANCE/GCN DROP-IN CENTER,Drop-in Center,Mohammed,DI02,Y,N
1541,2025-06-28 - 2025-07-04,2025-06-28,2025-07-04,PAUL'S PLACE DROP IN,Drop-in Center,Cindy,DI08,N,N
1542,2025-06-28 - 2025-07-04,2025-06-28,2025-07-04,PROSPECT STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS05,Y,N
1543,2025-07-05 - 2025-07-11,2025-07-05,2025-07-11,BRC RECEPTION,Safe Haven,Mohammed,M0B1,Y,N
1544,2025-07-05 - 2025-07-11,2025-07-05,2025-07-11,Breaking Ground Queens Outreach Team,Outreach Team ,Elena,,N,N
1545,2025-07-05 - 2025-07-11,2025-07-05,2025-07-11,CARE FOUND HERE MORRIS AVENUE,Safe Haven,Ernest,XS07,Y,N
1546,2025-07-05 - 2025-07-11,2025-07-05,2025-07-11,OLIVIERI DROP IN CENTER,Drop-in Center,Cindy,DI04,Y,N
1547,2025-08-02 - 2025-08-08,2025-08-02,2025-08-08,QUEENS DROP IN CENTER,Drop-in Center,Cindy,DI06,Y,N
1548,2025-08-09 - 2025-08-15,2025-08-09,2025-08-15,EAST HARLEM SAFE HAVEN,Safe Haven,Brenita,MS04,N,N
1549,2025-08-09 - 2025-08-15,2025-08-09,2025-08-15,PARK OVERLOOK STABILIZATION,Stabilization,Maggie,XS08,Y,N
1550,2025-08-09 - 2025-08-15,2025-08-09,2025-08-15,Project Hospitality Outreach Team,Outreach Team ,Elena,,Y,N
1551,2025-08-09 - 2025-08-15,2025-08-09,2025-08-15,THE ANDREWS SAFE HAVEN,Safe Haven,Mohammed,H074,Y,N
1552,2025-08-16 - 2025-08-22,2025-08-16,2025-08-22,MIDWOOD SAFE HAVEN,Safe Haven,Mohammed,B015,Y,N
1553,2025-08-16 - 2025-08-22,2025-08-16,2025-08-22,THE ANDREWS SAFE HAVEN,Safe Haven,Mohammed,H074,Y,N
1554,2025-08-23 - 2025-08-29,2025-08-23,2025-08-29,BG AT 83RD STREET,Safe Haven,Brenita,MS01,Y,N
1555,2025-08-23 - 2025-08-29,2025-08-23,2025-08-29,Breaking Ground Brooklyn Outreach Team,Outreach Team ,Elena,,Y,N
1556,2025-08-23 - 2025-08-29,2025-08-23,2025-08-29,LIVING ROOM DROP-IN CENTER,Drop-in Center,Cindy,DI01,N,N
1557,2025-08-23 - 2025-08-29,2025-08-23,2025-08-29,MIDWOOD SAFE HAVEN,Safe Haven,Mohammed,B015,Y,N
1558,2025-08-23 - 2025-08-29,2025-08-23,2025-08-29,PAUL'S PLACE DROP IN,Drop-in Center,Cindy,DI08,Y,N
1559,2025-08-23 - 2025-08-29,2025-08-23,2025-08-29,VUE HOTEL STABILIZATION,Stabilization,Maggie,MV01,Y,N
1560,2025-08-30 - 2025-09-05,2025-08-30,2025-09-05,BRC RECEPTION,Safe Haven,Mohammed,M0B1,Y,N
1561,2025-08-30 - 2025-09-05,2025-08-30,2025-09-05,Breaking Ground Brooklyn Outreach Team,Outreach Team ,Elena,,Y,N
1562,2025-08-30 - 2025-09-05,2025-08-30,2025-09-05,BREAKING GROUND SEAFARERS,Safe Haven,Mohammed,M019,Y,N
1563,2025-08-30 - 2025-09-05,2025-08-30,2025-09-05,CROMWELL AVENUE SAFE HAVEN,Safe Haven,Brenita,V014,Y,N
1564,2025-08-30 - 2025-09-05,2025-08-30,2025-09-05,LONG ACRE STABILIZATION -URBAN PATHWAY,Stabilization,Cindy,M095,Y,Y
1565,2025-08-30 - 2025-09-05,2025-08-30,2025-09-05,PARKSIDE STABILIZATION,Stabilization,Maggie,BS04,Y,N
1566,2025-08-30 - 2025-09-05,2025-08-30,2025-09-05,PYRAMID SAFE HAVEN,Safe Haven,Brenita,X015,N,N
1567,2025-08-30 - 2025-09-05,2025-08-30,2025-09-05,VUE HOTEL STABILIZATION,Stabilization,Maggie,MV01,N,N
1568,2025-08-30 - 2025-09-05,2025-08-30,2025-09-05,WASHINGTON STREET SAFE HAVEN,Safe Haven,Ernest,M035,Y,N
1569,2025-08-30 - 2025-09-05,2025-08-30,2025-09-05,WESTCHESTER AVENUE SAFE HAVEN,Safe Haven,Brenita,X730,Y,N
1570,2025-09-06 - 2025-09-12,2025-09-06,2025-09-12,BRC RECEPTION,Safe Haven,Mohammed,M0B1,Y,N
1571,2025-09-06 - 2025-09-12,2025-09-06,2025-09-12,EAST HARLEM SAFE HAVEN,Safe Haven,Brenita,MS04,N,N
1572,2025-09-06 - 2025-09-12,2025-09-06,2025-09-12,PARK OVERLOOK STABILIZATION,Stabilization,Maggie,XS08,N,N
1573,2025-09-06 - 2025-09-12,2025-09-06,2025-09-12,PAUL'S PLACE SAFE HAVEN,Safe Haven,Cindy,M021,Y,N
1574,2025-09-06 - 2025-09-12,2025-09-06,2025-09-12,PROJECT HOSPITALITY DROP-IN,Drop-in Center,Cindy,DI03,N,N
1575,2025-09-06 - 2025-09-12,2025-09-06,2025-09-12,STEBBINS STABILIZATION,Stabilization,Brenita,XS02,N,N
1576,2025-09-06 - 2025-09-12,2025-09-06,2025-09-12,THE HOLLY STABILIZATION,Stabilization,Maggie,MS03,N,N
1577,2025-09-06 - 2025-09-12,2025-09-06,2025-09-12,TRAVELER'S SAFE HAVEN,Safe Haven,Brenita,M014,N,N
1578,2025-09-06 - 2025-09-12,2025-09-06,2025-09-12,WEBSTER SAFE HAVEN,Safe Haven,Ernest,XS03,Y,Y
1579,2025-09-13 - 2025-09-19,2025-09-13,2025-09-19,BG AT 83RD STREET,Safe Haven,Brenita,MS01,Y,Y
1580,2025-09-13 - 2025-09-19,2025-09-13,2025-09-19,EAST FLATBUSH SAFE HAVEN,Safe Haven,Brenita,B016,Y,N
1581,2025-09-13 - 2025-09-19,2025-09-13,2025-09-19,HEGEMAN SAFE HAVEN,Safe Haven,Brenita,B014,Y,N
1582,2025-09-13 - 2025-09-19,2025-09-13,2025-09-19,MOC Outreach Team,Outreach Team ,Elena,,Y,N
1583,2025-09-13 - 2025-09-19,2025-09-13,2025-09-19,PAUL'S PLACE DROP IN,Drop-in Center,Cindy,DI08,Y,N
1584,2025-09-13 - 2025-09-19,2025-09-13,2025-09-19,QUEENS DROP IN CENTER,Drop-in Center,Cindy,DI06,Y,N
1585,2025-07-05 - 2025-07-11,2025-07-05,2025-07-11,WEBSTER SAFE HAVEN,Safe Haven,Ernest,XS03,Y,N
1586,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,Breaking Ground Brooklyn Outreach Team,Outreach Team ,Elena,,Y,N
1587,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,BREAKING GROUND SEAFARERS,Safe Haven,Mohammed,M019,Y,N
1588,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,CARPENTER HOUSE SAFE HAVEN,Safe Haven,Mohammed,S014,N,N
1589,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,MAINCHANCE/GCN DROP-IN CENTER,Drop-in Center,Mohammed,DI02,Y,Y
1590,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,PARKSIDE STABILIZATION,Stabilization,Maggie,BS04,Y,N
1591,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,PAUL'S PLACE DROP IN,Drop-in Center,Cindy,DI08,N,N
1592,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,PROSPECT STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS05,Y,N
1593,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,WESTCHESTER AVENUE SAFE HAVEN,Safe Haven,Brenita,X730,Y,N
1594,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,BRONXWORKS SAFE HAVEN - LIVING ROOM,Safe Haven,Brenita,X014,N,N
1595,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,MARMION AVENUE SAFE HAVEN,Safe Haven,Ernest,X179,Y,N
1596,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,PARKSIDE STABILIZATION,Stabilization,Maggie,BS04,Y,N
1597,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,PROSPECT STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS05,Y,N
1598,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,THE ANDREWS SAFE HAVEN,Safe Haven,Mohammed,H074,Y,N
1599,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,WESTCHESTER AVENUE SAFE HAVEN,Safe Haven,Brenita,X730,Y,N
1600,2025-07-26 - 2025-08-01,2025-07-26,2025-08-01,COMUNILIFE SAFE HAVEN II (MONROE AVENUE),Safe Haven,Ernest,X016,Y,Y
1601,2025-07-26 - 2025-08-01,2025-07-26,2025-08-01,EAST HARLEM SAFE HAVEN,Safe Haven,Brenita,MS04,Y,Y
1602,2025-07-26 - 2025-08-01,2025-07-26,2025-08-01,PARK OVERLOOK STABILIZATION,Stabilization,Maggie,XS08,N,N
1603,2025-07-26 - 2025-08-01,2025-07-26,2025-08-01,PAUL'S PLACE SAFE HAVEN,Safe Haven,Cindy,M021,Y,N
1604,2025-07-26 - 2025-08-01,2025-07-26,2025-08-01,PROJECT HOSPITALITY DROP-IN,Drop-in Center,Cindy,DI03,N,N
1605,2025-07-26 - 2025-08-01,2025-07-26,2025-08-01,Project Hospitality Outreach Team,Outreach Team ,Elena,,Y,N
1606,2025-07-26 - 2025-08-01,2025-07-26,2025-08-01,THE HOLLY STABILIZATION,Stabilization,Maggie,MS03,Y,Y
1607,2025-08-02 - 2025-08-08,2025-08-02,2025-08-08,105 STREET SAFE HAVEN,Safe Haven,Brenita,M011,N,N
1608,2025-08-02 - 2025-08-08,2025-08-02,2025-08-08,CARE FOUND HERE MORRIS AVENUE,Safe Haven,Ernest,XS07,Y,N
1609,2025-08-09 - 2025-08-15,2025-08-09,2025-08-15,BRC RECEPTION,Safe Haven,Mohammed,M0B1,Y,Y
1610,2025-08-09 - 2025-08-15,2025-08-09,2025-08-15,Breaking Ground Queens Outreach Team,Outreach Team ,Elena,,Y,N
1611,2025-08-09 - 2025-08-15,2025-08-09,2025-08-15,BREAKING GROUND WILLIAMSBURG,Safe Haven,Mohammed,B019,Y,Y
1612,2025-08-09 - 2025-08-15,2025-08-09,2025-08-15,EASTSIDE STABILIZATION,Stabilization,Maggie,MSH1,Y,N
1613,2025-08-09 - 2025-08-15,2025-08-09,2025-08-15,INFINITI STABILIZATION,Stabilization,Maggie,BH13,Y,N
1614,2025-08-09 - 2025-08-15,2025-08-09,2025-08-15,LONG ACRE STABILIZATION - CUCS,Stabilization,Ernest,M096,Y,Y
1615,2025-08-09 - 2025-08-15,2025-08-09,2025-08-15,LONG ACRE STABILIZATION -URBAN PATHWAY,Stabilization,Cindy,M095,Y,N
1616,2025-08-09 - 2025-08-15,2025-08-09,2025-08-15,MOC Outreach Team,Outreach Team ,Elena,,Y,N
1617,2025-08-09 - 2025-08-15,2025-08-09,2025-08-15,PYRAMID SAFE HAVEN,Safe Haven,Brenita,X015,N,N
1618,2025-08-09 - 2025-08-15,2025-08-09,2025-08-15,THE GATHERING PLACE,Drop-in Center,Cindy,DI05,N,N
1619,2025-08-09 - 2025-08-15,2025-08-09,2025-08-15,VUE HOTEL STABILIZATION,Stabilization,Maggie,MV01,Y,N
1620,2025-08-09 - 2025-08-15,2025-08-09,2025-08-15,WASHINGTON STREET SAFE HAVEN,Safe Haven,Ernest,M035,Y,N
1621,2025-06-21 - 2025-06-27,2025-06-21,2025-06-27,LONG ACRE STABILIZATION - CUCS,Stabilization,Ernest,M096,Y,Y
1622,2025-06-21 - 2025-06-27,2025-06-21,2025-06-27,MAINCHANCE/GCN DROP-IN CENTER,Drop-in Center,Mohammed,DI02,Y,Y
1623,2025-06-21 - 2025-06-27,2025-06-21,2025-06-27,PAUL'S PLACE SAFE HAVEN,Safe Haven,Cindy,M021,Y,N
1624,2025-06-21 - 2025-06-27,2025-06-21,2025-06-27,PROSPECT STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS05,Y,N
1625,2025-06-21 - 2025-06-27,2025-06-21,2025-06-27,PYRAMID SAFE HAVEN,Safe Haven,Brenita,X015,N,N
1626,2025-06-21 - 2025-06-27,2025-06-21,2025-06-27,VANDERBILT (YMCA) STABILIZATION,Stabilization,Maggie,XS01,Y,N
1627,2025-06-28 - 2025-07-04,2025-06-28,2025-07-04,CARPENTER HOUSE SAFE HAVEN,Safe Haven,Mohammed,S014,N,N
1628,2025-06-28 - 2025-07-04,2025-06-28,2025-07-04,LIVING ROOM DROP-IN CENTER,Drop-in Center,Cindy,DI01,N,N
1629,2025-06-28 - 2025-07-04,2025-06-28,2025-07-04,MOC Outreach Team,Outreach Team ,Elena,,Y,N
1630,2025-06-28 - 2025-07-04,2025-06-28,2025-07-04,PROJECT HOSPITALITY DROP-IN,Drop-in Center,Cindy,DI03,N,N
1631,2025-06-28 - 2025-07-04,2025-06-28,2025-07-04,TOV STABILIZATION BEDS PROGRAM,Stabilization,Maggie,XS04,N,N
1632,2025-07-05 - 2025-07-11,2025-07-05,2025-07-11,BRC BOWERY SAFE HAVEN,Safe Haven,Mohammed,M034,Y,Y
1633,2025-07-05 - 2025-07-11,2025-07-05,2025-07-11,BREAKING GROUND SEAFARERS,Safe Haven,Mohammed,M019,Y,N
1634,2025-07-05 - 2025-07-11,2025-07-05,2025-07-11,BronxWorks Outreach Team,Outreach Team ,Elena,,Y,Y
1635,2025-07-05 - 2025-07-11,2025-07-05,2025-07-11,COMUNILIFE SAFE HAVEN II (MONROE AVENUE),Safe Haven,Ernest,X016,Y,N
1636,2025-07-05 - 2025-07-11,2025-07-05,2025-07-11,HEGEMAN SAFE HAVEN,Safe Haven,Brenita,B014,Y,N
1637,2025-07-05 - 2025-07-11,2025-07-05,2025-07-11,MIDWOOD SAFE HAVEN,Safe Haven,Mohammed,B015,Y,N
1638,2025-07-05 - 2025-07-11,2025-07-05,2025-07-11,PAUL'S PLACE DROP IN,Drop-in Center,Cindy,DI08,N,N
1639,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,127TH STREET KELLY SAFE HAVEN,Safe Haven,Brenita,M018,Y,N
1640,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,9TH AVENUE DROP-IN CENTER,Drop-in Center,Cindy,DI10,N,N
1641,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,CROMWELL AVENUE SAFE HAVEN,Safe Haven,Brenita,V014,N,N
1642,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,OLIVIERI DROP IN CENTER,Drop-in Center,Cindy,DI04,Y,N
1643,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,PYRAMID SAFE HAVEN,Safe Haven,Brenita,X015,N,N
1644,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,STEBBINS STABILIZATION,Stabilization,Brenita,XS02,N,N
1645,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,THE ANDREWS SAFE HAVEN,Safe Haven,Mohammed,H074,Y,N
1646,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,THE GATHERING PLACE,Drop-in Center,Cindy,DI05,N,N
1647,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,TRAVELER'S SAFE HAVEN,Safe Haven,Brenita,M014,N,N
1648,2025-07-12 - 2025-07-18,2025-07-12,2025-07-18,UNION HALL DROP IN,Drop-in Center,Cindy,DI09,Y,Y
1649,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,BG AT 83RD STREET,Safe Haven,Brenita,MS01,N,N
1650,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,EAST FLATBUSH SAFE HAVEN,Safe Haven,Brenita,B016,Y,N
1651,2025-07-19 - 2025-07-25,2025-07-19,2025-07-25,EASTSIDE STABILIZATION,Stabilization,Maggie,MSH1,Y,N
1652,2025-07-26 - 2025-08-01,2025-07-26,2025-08-01,BG AT 83RD STREET,Safe Haven,Brenita,MS01,Y,Y
1653,2025-07-26 - 2025-08-01,2025-07-26,2025-08-01,CARE FOUND HERE MORRIS AVENUE,Safe Haven,Ernest,XS07,N,N
1654,2025-07-26 - 2025-08-01,2025-07-26,2025-08-01,COMUNILIFE E. 146 STREET SAFE HAVEN I,Safe Haven,Ernest,X018,N,N
1655,2025-07-26 - 2025-08-01,2025-07-26,2025-08-01,MARMION AVENUE SAFE HAVEN,Safe Haven,Ernest,X179,Y,N
1656,2025-07-26 - 2025-08-01,2025-07-26,2025-08-01,UNION HALL SAFE HAVEN,Safe Haven,Cindy,QSH4,N,N
1657,2025-08-02 - 2025-08-08,2025-08-02,2025-08-08,BRC BOWERY SAFE HAVEN,Safe Haven,Mohammed,M034,Y,N
1658,2025-08-02 - 2025-08-08,2025-08-02,2025-08-08,BRC RECEPTION,Safe Haven,Mohammed,M0B1,Y,N
1659,2025-08-02 - 2025-08-08,2025-08-02,2025-08-08,BRC Outreach Team,Outreach Team ,Elena,,Y,N
1660,2025-08-02 - 2025-08-08,2025-08-02,2025-08-08,BREAKING GROUND SEAFARERS,Safe Haven,Mohammed,M019,Y,N
1661,2025-11-15 - 2025-11-21,2025-11-15,2025-11-21,Breaking Ground Queens Outreach Team,Outreach Team ,Elena,,Y,N
1662,2025-11-15 - 2025-11-21,2025-11-15,2025-11-21,EASTSIDE STABILIZATION,Stabilization,Maggie,MSH1,Y,N
1663,2025-11-15 - 2025-11-21,2025-11-15,2025-11-21,LONG ACRE STABILIZATION -URBAN PATHWAY,Stabilization,Cindy,M095,N,N
1664,2025-11-15 - 2025-11-21,2025-11-15,2025-11-21,STEBBINS STABILIZATION,Stabilization,Brenita,XS02,N,N
1665,2025-11-15 - 2025-11-21,2025-11-15,2025-11-21,TRAVELER'S SAFE HAVEN,Safe Haven,Brenita,M014,N,N
1666,2025-11-15 - 2025-11-21,2025-11-15,2025-11-21,UNION HALL SAFE HAVEN,Safe Haven,Cindy,QSH4,N,N
1667,2025-11-15 - 2025-11-21,2025-11-15,2025-11-21,VUE HOTEL STABILIZATION,Stabilization,Maggie,MV01,Y,N
1668,2025-11-15 - 2025-11-21,2025-11-15,2025-11-21,WEBSTER SAFE HAVEN,Safe Haven,Ernest,XS03,Y,N
1669,2025-11-22 - 2025-11-28,2025-11-22,2025-11-28,COMUNILIFE E. 146 STREET SAFE HAVEN I,Safe Haven,Ernest,X018,Y,N
1670,2025-11-22 - 2025-11-28,2025-11-22,2025-11-28,CONTINENTAL SAFE HAVEN,Safe Haven,Mohammed,B021,N,N
1671,2025-11-22 - 2025-11-28,2025-11-22,2025-11-28,EAST HARLEM SAFE HAVEN,Safe Haven,Brenita,MS04,N,N
1672,2025-11-22 - 2025-11-28,2025-11-22,2025-11-28,PARK OVERLOOK STABILIZATION,Stabilization,Maggie,XS08,N,N
